,id,lang,difficulty,word_count,title_length,opened,translated,spoken,liked,closed,avg_reading_time,std_reading_time,avg_reading_time_OOF,std_reading_time_OOF,avg_reading_time_firsttrans,std_reading_time_firsttrans,feedback_difficulty_easy,feedback_difficulty_ok,feedback_difficulty_hard,feedback_difficulty_too_hard
127,1410670,da,54,264,7,3,20,7,0,2,395.0,332.0,58.5,0.5,387.5,336.5,0,0,0,0
128,1420762,da,52,238,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
129,1420838,da,46,274,6,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0
130,1421280,da,49,667,14,1,3,0,0,1,6511.0,0.0,4610.0,0.0,6283.0,0.0,0,0,0,0
131,1421438,da,40,455,14,2,0,0,0,2,36340.5,35115.5,34350.0,34276.0,0.0,0.0,0,0,0,0
132,1420766,da,41,261,6,1,2,0,0,1,8816.0,0.0,174.0,0.0,8486.0,0.0,0,0,0,0
133,1426515,da,48,361,11,3,4,0,0,1,17686.0,0.0,570.0,0.0,0.0,0.0,0,0,0,0
134,1413970,da,63,186,3,6,56,0,0,6,356.4,333.5377639788334,119.6,100.9586053786402,278.0,371.7735870123105,0,0,0,0
135,1435863,da,52,729,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,1501389,da,47,976,15,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0
137,1501184,da,43,370,13,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
138,1501690,da,47,360,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,1501920,da,47,376,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,1496471,da,50,249,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,1521998,da,53,224,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,1524255,da,52,135,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,1529348,da,51,491,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,1529153,da,54,409,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1529975,da,47,546,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,1531442,da,42,357,21,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
147,1532193,da,52,320,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,1533145,da,42,112,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,1535960,da,42,226,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
150,1536878,da,51,459,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,1550910,da,34,176,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
